,fo_r,fm_r,alpha1,tau1,alpha2,tau2,alpha3,tau3,rsq,bias,chi,for_err,fmr_err,alpha1_err,tau1_err,alpha2_err,tau2_err,alpha3_err,tau3_err,nfl,datetime
65,170.27999999999994,227.10000000000005,0.5196025524898888,100.00000000000001,0.10000000000000002,1999.9998100140167,0.6772399268076589,49999.99999999999,0.1666552206218247,-0.00019521524093732312,298.6790005727177,2668.8030571971995,1862079865.1855485,17028182.988695867,92776.15441545469,3277156.71163544,4847387.548910431,22194207.394571677,13033349.333541783,61.0,2017-01-14 00:29:21
66,195.26586852256227,284.48693242608726,0.9999999997293152,100.00000000000001,0.1000000000000148,1172.9545892328601,0.16300513253361262,49999.999687903684,0.2679814649712816,0.0005218172987700438,352.1154736511461,2907.009261281496,,,133268.36226396807,,1287900.2058518517,,15545401.974853663,61.0,2017-01-14 00:31:14
67,181.1333333333333,263.94000000000005,0.7551797147772127,100.00000000000001,0.10000000000000002,1381.8768220821373,0.3866369313917523,49999.98637164343,0.40739133144459105,0.0001178268130069983,292.89857488365726,2377.825009767267,2013832063.7281446,18365731.830902603,82155.96202351485,2431968.895381886,6627558.8149808645,9402889.02789211,22990005.784373395,61.0,2017-01-14 00:33:08
68,186.576872050956,244.3247179327292,0.10000000000000002,799.9999999999999,0.9999999999999999,1999.9999999999998,0.12875602648150292,49999.99999604502,0.45668060333277594,0.0003491421530460855,178.1950497634314,31.483220130514724,5937770371.705287,10282242.584632179,7967559.616186616,102822362.33056246,1652875.2906429209,13239002.108767148,18501442.13219161,61.0,2017-01-14 00:35:01
69,203.61000000000004,228.56635151159392,0.9998464877966207,655.4177077389835,0.10000000000000002,800.0000000022293,0.40745076780484146,8254.266475537277,0.10774442913143967,0.000840486317917702,362.5880628524718,1029.3300864517892,,,165777520.71216625,,1982038175.2414846,,6807228.536319233,61.0,2017-01-14 00:36:54
70,187.77230010391617,272.9521424134319,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.9999999357233,0.20135255918092862,20917.194803818875,0.3645088125829832,0.0003471047504383401,248.5779654860885,75.82388614680912,8197294743.663978,96235169.75036791,88909.8342165135,9623507.081533637,2296749.207771458,19377192.904844023,838855.8383779703,61.0,2017-01-14 00:38:47
71,192.91689050009828,262.61792422774283,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.981113582656,0.41978898487626193,8136.883082916552,0.2727562076035558,0.00033607467084178876,370.7489365605591,50.33402424487682,4385186661.958153,62914227.57893289,140741.6250369994,6291418.315289979,40465572.48391242,26410703.525000405,6168312.316560152,61.0,2017-01-14 00:40:41
72,183.5734449584121,250.54401514104904,0.4753612253040312,100.00000000000001,0.10000051368935339,1999.9999999099382,0.6689039026140347,2071.0907194336555,0.46547060243910576,0.00014465328977366084,198.92485093922033,49.857937527831545,963899154.539538,6841562.12069353,,,,,,61.0,2017-01-14 00:42:34
73,187.25583031480926,273.35658251672805,0.9999987135415931,100.00000000000001,0.10000000024632671,800.0000139688073,0.3719163909877703,18152.37105346097,0.5149550398588092,0.00017170907974198624,180.05019940996792,27.847560442128156,,,6111.347282609993,,620043.8754014076,,542082.2579223211,61.0,2017-01-14 00:44:28
74,200.82000000000002,255.4636071682321,0.9999999999999999,100.00000000000001,0.10000000000000002,800.0000000000001,0.10000000000000002,2000.0000002234303,0.20237970585491283,0.0009464948228251217,496.60041327303253,313.06289866056613,,,231790.6332968707,,30530668.566744186,,27153505.02916749,61.0,2017-01-14 00:46:21
75,187.90387621572958,276.0139321406456,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.999998903122,0.23427036900360687,15881.41395786885,0.4362800924308302,0.00025420130488619,211.9231316716173,80.5359592615786,2184047705.688171,24787722.92890282,5432.09077783864,2478772.1599595584,2309612.0490847877,5807029.848521676,11815910.235567914,61.0,2017-01-14 00:48:15
76,208.16061484157754,255.6300000008734,0.10000000000000002,799.999999993024,0.6879948228136503,1368.3092462957993,0.14116288994561044,49999.99980039604,0.24363063688623565,0.00011505884536931013,244.52189652709524,23.179885187311196,1698497020.0326712,3578006.374199522,46195328.209679,24617236.257544547,13159798.653263224,5050933.704307492,23663835.192852773,61.0,2017-01-14 00:50:08
77,206.367568212073,264.3900000000001,0.6077153150383447,100.00000000000001,0.26516483982672057,1182.9592209091052,0.10000000000115787,2000.0001722249074,0.3530101705837525,0.00017927470192033294,254.19799532177163,42.05169538603172,18695719907.637825,195815218.8324028,208966.97995602764,85439607.98308703,24779126.88675743,32222143.656249918,79004632.03250352,61.0,2017-01-14 00:52:02
78,191.93807334417437,225.30000000000004,0.10000000000000002,799.9999999999985,0.8242833473934171,1999.9999999999998,0.15362072393764756,49999.99999805614,0.24016455232481082,0.00022654214969961762,248.98371472378588,3616.136859081801,,,34462308.47123029,,5186091.676958622,,81588510.88835488,61.0,2017-01-14 00:53:55
79,184.88061893600067,248.88000000000005,0.7328505393612978,100.00000000000001,0.10000000000000002,1999.999999999313,0.569361471851479,49999.99999999999,0.48608407276054055,0.00017403550746429735,196.44421807809056,32.8621126610595,5333608199.6832485,61074612.6047541,40541.836748378395,8333846.5069685215,2470281.499549788,47449693.424559005,1756909.1914899137,61.0,2017-01-14 00:55:49
80,199.88403596710396,265.535012276435,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.9999999999998,0.4146618188145863,6944.996798008802,0.4681848148836426,0.00021978090675484155,182.54622370994792,24.516314783045217,,,102160.0105481903,,17241386.846863315,,2328328.6038927147,61.0,2017-01-14 00:57:43
81,184.054480824044,293.5539189445345,0.9143869117431449,170.63703335395928,0.14485329737580285,800.0000003441719,0.3212557601841803,41658.71279361808,0.31339824947261763,0.0003899603892354425,386.0820714878164,38.611346128004506,1435830032.3276887,11990054.497968866,35483.45821970376,1899413.4405211532,1372707.946831017,4212520.799400377,246265.29563688376,61.0,2017-01-14 00:59:36
82,184.35000000000005,271.21621796290646,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.999999807187,0.21217493130212764,3312.9138712300314,0.4268103308320228,0.00043346617678449863,217.3203939602006,274.46487803020153,3303818679.0899534,38033412.609184675,96662.18903183311,3803377.1419445244,162248086.38639018,8069844.344523877,96486074.5319356,61.0,2017-01-14 01:01:30
83,180.24,238.70569247620088,0.9820687594288257,100.00000000000001,0.2971397051117072,1999.9999999645484,0.2548388225635031,30899.547381739118,0.31968655746637586,0.0005453134356135183,266.4649313168177,264.8693102344703,,,5610.111244174171,,49986.66757966183,,1392503.9875662588,61.0,2017-01-14 01:03:23
84,208.96083545534256,257.9977986704254,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.9999980627133,0.10000000000000002,12524.823653773585,0.25448926181255505,6.0763167423175544e-05,206.29671934511768,21.46501252350419,,,128539.45679589837,,14722644.22735532,,31963658.382943355,61.0,2017-01-14 01:05:17
85,204.31254039536077,276.36000000000007,0.946626716261654,100.00000000000001,0.10000000000000002,1999.9983282802557,0.5066874873563036,8110.679944737611,0.4858239059581474,0.0002705228099745413,202.0478583534834,40.54744441290554,,,10113.759564537657,,26266669.677745618,,16751489.476533659,61.0,2017-01-14 01:07:10
86,223.2266666666666,322.7143827081435,0.8348090080470226,100.00000000000001,0.18764257635114354,827.1684148176327,0.2937229171256527,49999.999999278756,0.27725682493375436,-0.00024674902076142675,259.42474487674974,3528.5348259712996,2020806338.142848,16956741.741914455,72340.28823482445,3811417.735933992,1040862.8283330053,5966134.904745339,13202209.969146572,61.0,2017-01-14 01:09:03
87,231.8127334455252,336.63930228083854,0.8625997029994037,100.00000000000001,0.21310462949631195,800.0000000566487,0.21630919084314226,20702.22418579955,0.5150094941163126,-2.6452616569340903e-06,191.4311416170204,36.765314978871785,1145853998.5073574,9429033.04554458,46683.59601950626,2329436.002595293,1381586.0693732195,2364465.414341476,9967209.465927543,61.0,2017-01-14 01:10:56
88,217.68999999999997,249.79973689581382,0.9182801690254262,100.00000000000001,0.10000000000000002,800.0000000273537,0.9999999999999999,49999.999990238866,0.34657045967096034,1.4710322798478809e-05,141.09491577746797,490.582159790189,2377192881.856882,67983373.2520609,584723.7574610412,7403338.642857405,18451212.740447182,74033388.92627415,2946927.441925763,61.0,2017-01-14 01:12:50
89,202.33528206329106,270.5400000000001,0.1982236542770591,308.2620178588868,0.10000000000000002,800.0009825045369,0.5165914622299416,17034.64337359834,0.3908358506119306,0.00022446325853877315,234.20976606780522,80.58053301382509,1801181152.3080347,5234756.72647265,1599920.8932970753,2640869.958960866,6023359.952879347,13642382.16609847,1535172.506969467,61.0,2017-01-14 01:14:44
90,205.69783973953346,263.1574073437611,0.3000916557118876,100.00000000000001,0.1841733582987549,1999.9999999989723,0.5710888947378047,49999.99999999437,0.4041075556871556,1.8972483730635125e-06,177.44276599662047,1951.6044413620236,,,241382.90095998358,,1987956.9620620508,,8620293.951465368,61.0,2017-01-14 01:16:37
91,206.7633333333333,287.8800000000095,0.37930891441843884,100.00000000000001,0.10000000000000002,917.234325824394,0.5166239026162978,39030.2086089406,0.5095292175144891,8.064846108274646e-05,151.2871453115969,886.1580068400559,1466060442.9567344,6855430.212893174,394927.84636677336,1807345.5940735426,533555.4626640708,9337191.690683914,1813296.0175513956,61.0,2017-01-14 01:18:31
92,207.45000000000002,287.01811445449937,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.9999999980012,0.3738930784828383,39695.47658348655,0.3525665906166189,0.0001691238162483025,318.92067435616457,3482.04382678474,,,137338.06073273884,,28985386.90667228,,25328440.334334258,61.0,2017-01-14 01:20:25
93,198.41687815792724,269.61000000000007,0.2587458639589504,100.00000000000001,0.10000000000000002,1999.9999999982745,0.5611193496465353,49999.99999999994,0.39436633626994866,0.00017051207882329438,256.9070046204771,39.15669839712165,26005976818.49535,94516702.92464322,89593.5044497486,36528770.33527733,3661921.5180101446,204970037.87636396,20540024.183930874,61.0,2017-01-14 01:22:18
94,180.83881296291358,256.68000000000006,0.79439090298294,100.00000000000001,0.10000000000000002,1999.9999999999998,0.814346209469585,49999.99999999999,0.3762404300122767,0.00024916487631905564,366.74163318711163,45.44113895238729,1659492826.2954795,17382189.508273378,337555.8379374622,2188116.554639519,28990619.03624096,17818836.44969063,30390850.38769778,61.0,2017-01-14 01:24:12
95,193.46495801466952,272.8540287597653,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.9999999999998,0.10000000000000002,49999.99999999999,0.2307022577392207,0.0003036361447977514,454.32720351109083,1446.9442947271086,,,11345.414697162738,,3454815.66057534,,394996614.84416234,61.0,2017-01-14 01:26:05
96,177.19269013472638,229.83000000000004,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.9999999997322,0.5580504163801384,49999.99999993633,0.36151002310661373,6.745072257738413e-05,230.1566992269698,,,,247117.8749781906,,60786355.62266837,,9611121.04434644,61.0,2017-01-14 01:27:59
97,199.89000000000001,285.7529793588242,0.9999999999999999,100.00000000000001,0.10000000000000002,800.0016325577475,0.18013225961473478,6805.633307875831,0.28899174008897544,0.0006402621450032083,392.27621621836005,4642.5887302276005,,,60237.87969360803,,10505817.168854209,,31082034.696821827,61.0,2017-01-14 01:29:52
98,188.25387550170484,244.7734722625762,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.9999999999998,0.49504880754334096,49999.99999998198,0.34178385098803676,0.000428529566180308,259.7615044443139,67.69534295730269,1413777228.0205228,25013928.682511933,52652.79476572337,2501393.657585763,8349002.85682343,12383115.871866845,15459065.709886156,61.0,2017-01-14 01:31:46
99,175.37666666666664,243.66000000000005,0.10000000000000002,799.9999999999999,0.5700207861143112,1999.9999999999998,0.17193987632922325,49999.999999999985,0.31588492324185624,7.341580804401331e-05,249.13799932506174,900.5990889899358,,,1830324.5897835002,,1229627.938666486,,85450226.92983548,61.0,2017-01-14 01:33:39
100,178.27333333333334,265.588815693226,0.9982796580584569,100.00000000000001,0.11927887803621111,1999.9999999999998,0.24866186071968627,47007.95349075865,0.41936137693866826,1.7176629304703986e-05,212.16703639850064,89.75125349382446,3413417537.29861,39025676.18716193,78283.01413255025,4662959.227999894,784110.5249085156,9720918.964853317,728062.9260998112,61.0,2017-01-14 01:35:33
101,174.20333333333332,247.02070271196337,0.13970119904778325,736.1344186898044,0.10005267957894197,820.2699418925168,0.5425031814400267,49997.218134528106,0.2369222790767439,-0.00014449530984237465,238.4047162562299,120.40071571113307,14311655318.271301,27832005.74798476,515114330.571154,19429082.17548923,809491862.1677929,106624539.21538213,786350.3881209163,61.0,2017-01-14 01:37:26
102,204.34783258923807,239.49000006799278,0.10000000000000002,799.9998174364936,0.1000000000192914,1999.9999987388292,0.5172524413927729,3389.3819051901296,0.13743753073290543,0.00028848796376902284,335.9924949245589,59.29431454575628,,,124354555.42343654,,2236058776.3625135,,353841902.7190659,61.0,2017-01-14 01:39:20
103,184.9403435235913,246.21,0.10000000000000002,799.9999999999999,0.6815468961019524,1999.9999999999998,0.309893404446536,49999.99999908859,0.25990341048836074,-2.100102789756487e-06,289.71999717058355,38.41829805496994,,,29773293.73971305,,10902835.268664906,,1205040.6960222246,61.0,2017-01-14 01:41:13
104,196.64395229079952,252.33001093852425,0.8886856099039393,363.5210666292518,0.10000000004748719,800.0000021360928,0.30652166730862684,41388.82053020499,0.4369922573663435,2.114747453237396e-05,167.06279575869706,20.92739271818877,1189968266.252147,18990596.23516851,1024921.441086435,2136857.1029033624,11544512.867587313,6550132.366918634,4233466.48131861,61.0,2017-01-14 01:43:06
105,188.34171604995697,288.64845707228767,0.5553740375676922,100.00000000000001,0.23787734267820151,1975.2716756364073,0.23671908835648228,49999.99999999999,0.41532619534979653,0.00012259159670477727,221.24219906415595,116.37104138059938,,,855.4088305930968,,365747.22677428595,,24194491.445424464,61.0,2017-01-14 01:44:59
106,208.04666666648436,279.3600000000001,0.9039551097490123,100.00000000004889,0.10000000000000002,930.5556703150271,0.29002317662826327,49999.994159967704,0.48007042408992673,0.0002700993489662278,200.85328318686692,1806.1880029291083,4190818256.945978,53122065.275851876,106389.78052690129,5876625.537051791,6839565.986998808,17043578.99853585,13735782.346465256,61.0,2017-01-14 01:46:53
107,196.08420508747685,283.066632131652,0.9999999999999999,100.00000000000001,0.10000000000000002,800.0000002474181,0.19385862255051411,36870.02037955559,0.3259849805967976,0.00022897897777284678,212.32564158356658,22.014416819541257,,,90162.88973237574,,796496.0771745318,,745760.5069830065,61.0,2017-01-14 01:48:46
108,194.46587857422355,238.1400000000364,0.10000000000000002,799.9999851130626,0.10000000000336166,1999.9999999999998,0.7660293127324977,11568.146470166941,0.2843501903744551,0.00021429946998338515,215.82972632735948,19.437339069111623,,,14030378.278624984,,28970432.118085243,,2783668.123962455,61.0,2017-01-14 01:50:40
109,193.05017374019585,273.6474782932822,0.9189666957766283,100.00000000000001,0.23692478475999376,800.0000000000118,0.48089163082889064,31201.70837823398,0.37457550347367496,0.0002595058800305171,220.0259106141105,32.99384451144442,,,21755.186020247726,,1559291.3064591084,,694834.7711926103,61.0,2017-01-14 01:52:33
110,221.82000000000002,270.90000000000003,0.8430757034338063,100.00000000000001,0.1000000000008817,1999.9999999838456,0.4768515221977843,3202.793526958659,0.38225821643555336,0.000528909614431106,213.65826101694157,1208.73603048411,,,96045.59769358473,,130630287.76551563,,48894062.83127641,61.0,2017-01-14 01:54:27
111,212.74648279271898,275.3265986809055,0.9999999999993123,100.00000000000001,0.10000000000000002,1999.9999999999995,0.1642012496238071,6140.376970109693,0.34386432979492443,-8.9046265529692e-06,187.75575728017495,43.74492221773763,,,30391.816833336616,,3454355.5467654415,,4171295.500290097,61.0,2017-01-14 01:56:21
112,209.2326680821249,293.82077318183315,0.10001338058490837,799.8984074271706,0.5043976330359066,1587.1666783883759,0.20771412202619993,49984.69405499808,0.43249152321784745,0.0002791299351047721,210.96993326591098,293.09914504214566,2599493890.911729,3073719.1263695774,37829415.48626321,15500602.973062113,20198579.3855983,6383303.513171477,11242913.34162309,61.0,2017-01-14 01:58:14
113,199.51214655051754,293.25507654724015,0.7838293708100201,154.9263074740303,0.3172838318353572,1905.3519163074748,0.1408467585421831,49999.999999999985,0.346102287343104,1.842414637927484e-05,278.64005830062735,2711.3702116489762,,,333.58313430469485,,36212.81804469184,,13707492.600843871,61.0,2017-01-14 02:00:07
114,197.76363374845099,280.0526760660387,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.9999999999998,0.41962999170140564,49999.99999999999,0.43801905584571044,5.685278947988104e-05,216.71373149214378,31.122584978214807,,,15538.106677928394,,4382222.681772612,,1471597.271961203,61.0,2017-01-14 02:02:01
115,219.1544841255212,268.23,0.29874264370422293,100.00000000000001,0.10000000000000002,1999.9999883217522,0.5818944524718122,15496.25961583684,0.3063105425893733,0.00021546722914506125,231.47715036479454,509.09669364980715,2469574209.5180883,15033317.067672132,283053.413706823,5032196.217141537,8717913.65477055,29282047.93621254,10287804.731218476,61.0,2017-01-14 02:03:54
116,212.1533333333333,293.667502228144,0.9999999999999999,100.00000000000001,0.10000000000000002,800.0000046446465,0.1705116191843557,8934.037542845845,0.2864129996384539,0.0003376061888972935,384.4279594717483,175.8161686830344,4412671951.094845,54133806.32977966,108095.03269535044,5413378.400980596,7429543.379905162,9230441.954686053,18837094.233086236,61.0,2017-01-14 02:05:48
117,201.72224629490128,263.10242279761326,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.9999999999998,0.7807486811275267,6734.051262484406,0.4719735129019106,0.00023920048917573853,209.04811288095829,25.358080759477524,,,37797.033037429275,,2936322.2763054334,,624249.5130900888,61.0,2017-01-14 02:07:41
118,202.91579554868423,262.6800000061852,0.6059477690349556,100.00000000000001,0.10000000010742106,1999.9999999789359,0.3716137899613699,10200.437093366354,0.4354780073004586,0.00014394016399281657,171.96588804496676,36.64678651171199,,,157552.79474111923,,30999598.65801688,,7860632.041888805,61.0,2017-01-14 02:09:35
119,166.9066666666666,226.62000000000006,0.10000000000000002,100.00000000001249,0.10000000000000002,800.0000005026699,0.9772630102949175,49999.999999991116,0.31344506425571517,-3.420808170464011e-05,305.9904905705683,4018.192344146379,,,3270536.556765125,,13694561.2405977,,9282919.723719273,61.0,2017-01-14 02:11:29
120,158.10666666666663,256.68000000000006,0.6187127702543666,100.00000000000001,0.10000000000000002,800.00000000004,0.7967127713680411,49999.999999999935,0.31161320107222923,-0.00021091281603627884,323.34862831131494,108.21463377079635,963016304.1526617,6044541.088849415,84173.33312574029,976953.9981670973,4957136.502967355,7783518.629054987,15535812.071544768,61.0,2017-01-14 02:13:23
121,180.46194057943814,275.16391360570407,0.6615784477803316,100.00000000000001,0.201949288315701,1948.5999156879932,0.3376685538978811,49999.999451593,0.4054905496280169,0.0004401393524402964,285.3226521793011,272.42485457433554,,,86263.74178259682,,932921.5318140705,,6874012.332186175,61.0,2017-01-14 02:15:16
122,164.44999999999996,260.94000000000005,0.7808301988825677,100.00000000000001,0.10000000000000002,800.0000000000001,0.5455491348574227,49999.99999999999,0.31360977549409674,5.8990529391520586e-05,285.39642786663813,477.5503515804299,1143816021.566606,9256133.914733477,113727.43713920294,1185434.3944856767,1517543.8953439016,6467072.79259124,1478775.1942664802,61.0,2017-01-14 02:17:10
123,185.01999999999998,252.3881498886306,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.9999999999877,0.395264576341882,49999.999999855936,0.29133665866053327,0.0004371776207456603,323.9447751773654,1321.90241659008,831762586.8779106,12346526.087667858,95900.02315751386,1234652.6724259479,22734525.02328371,4880144.236341974,32284099.99856272,61.0,2017-01-14 02:19:04
124,189.42,256.44351990919256,0.9935385578528219,100.00000000000001,0.11504958997576464,1999.9999999999998,0.573209460075718,49999.99991366054,0.39827372585655585,9.373575913869484e-05,241.6269444537417,113.60092138328638,,,86878.07499287892,,7220116.802211378,,1928585.8326331968,61.0,2017-01-14 02:20:58
125,191.79302791307614,262.3200000000001,0.10000000000000002,799.9999999999985,0.16885120841864212,1999.9999999999905,0.4841557993118215,49999.999999999985,0.29258751701664554,0.00014654077272391233,268.3689317742258,53.014814653548314,,,14068239.969635736,,20811753.618545692,,48158372.09477053,61.0,2017-01-14 02:22:51
126,189.58154419652215,248.94215254059114,0.8866705161661642,100.00000000000001,0.10000587744133355,1999.9999992923333,0.9606223011633587,2599.1398714798343,0.310217747679578,0.00048167488566380214,325.6512310963378,28.97353703844981,,,7499.192119499792,,249666781.5056424,,34820293.495323144,61.0,2017-01-14 02:24:44
127,178.4566666647264,223.65000000000003,0.644739728295538,100.00000000000001,0.10000000000000002,1999.9999999999998,0.7003201647914203,15511.361983290892,0.33942961171593755,0.00014032687699072619,220.62294016616724,1172.3987232613188,,,443679.16372380254,,6925466.411582094,,2425450.2404397908,61.0,2017-01-14 02:26:38
128,173.739447147149,239.0164679491646,0.9328593894561394,100.00000000000001,0.21795613085726742,870.9377526947545,0.21364197135907687,49999.99544567875,0.39024649101081677,0.0004027757346585905,277.1477145512104,96.80812260008872,1765661531.386292,25232679.748673573,30007.682134677183,5895438.066469259,1999028.449235722,5778747.174397617,29305369.22151873,61.0,2017-01-14 02:28:32
129,167.042856555149,210.21005503830682,0.1000446630340983,796.8274202754621,0.8046317191926537,898.2754325742019,0.7773677494347204,49998.91972613901,0.18686843629067185,0.000327692339676649,321.83907304830507,284.9302411772082,3174148674.1888666,10684629.80806459,4444108850.485776,61547448.32953639,613824220.1066608,57161033.77372785,9496397.368132766,61.0,2017-01-14 02:30:26
130,166.77729538736577,241.54458233801807,0.9999999999999999,100.00000000000001,0.10000000000000002,1999.9999963729176,0.2739490707549476,21022.988637745133,0.4604983212806175,0.0002837117663457896,181.61121254314745,31.792614768231275,2747234377.3033485,36743803.10737999,31418.13094306128,3674381.2484948137,6988129.222965889,10065928.401695548,10124072.122298723,61.0,2017-01-14 02:32:19
